BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
Unnatural Death	Dorothy L. Sayers	['Mystery', 'Fiction', 'Suspense']	1978.0	8.0	3.0	12
The Unpleasantness at the Bellona Club	Dorothy L. Sayers	['Mystery', 'Fiction', 'Suspense']	1978.0	7.5	2.0	12
Strong Poison	Dorothy L. Sayers	['Mystery', 'Fiction', 'Suspense']	1985.0	8.775	9.0	12
Five Red Herrings	Dorothy L. Sayers	['Mystery', 'Fiction', 'Suspense']	1986.0	7.0	1.0	12
Have His Carcase	Dorothy L. Sayers	['Mystery', 'Locked room mystery', 'Fiction', 'Suspense']	1986.0	8.0	3.0	12
Busman's Honeymoon	Dorothy L. Sayers	['Mystery', 'Detective fiction']	1995.0	8.0	4.0	12
Whipping Star	Frank Herbert	['Science Fiction', 'Speculative fiction', 'Fiction']	1977.0	8.5	2.0	20
The Dosadi Experiment	Frank Herbert	['Science Fiction', 'Speculative fiction', 'Fiction']	1978.0	8.5	4.0	20
Vurt	Jeff Noon	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1995.0	10.0	1.0	4
Fast Food Nation: The Dark Side of the All-American Meal	Eric Schlosser	['Non-fiction']	2002.0	8.415584415584416	154.0	1
Anna Karenina	Leo Tolstoy	['Novel']	1961.0	8.619047619047619	15.0	11
High Fidelity	Nick Hornby	['Fiction', 'Novel']	1995.0	7.765934065934066	125.0	5
Dreamcatcher	Stephen King	['Speculative fiction', 'Horror', 'Fiction', 'Suspense']	2001.0	7.249102496541729	204.0	60
Foucault's Pendulum	Umberto Eco	['Speculative fiction']	1989.0	7.8809523809523805	55.0	5
Oliver Twist	Charles Dickens	['Social novel', 'Speculative fiction', 'Fiction', 'Novel']	1982.0	8.5	6.0	20
East of Eden	John Steinbeck	['Novel']	1984.0	8.027777777777779	14.0	15
The Old Man and the Sea	Ernest Hemingway	"['Sea story', ""Children's literature"", 'Fiction', 'Novella']"	1994.0	9.0	1.0	12
The Children of Men	P. D. James	['Speculative fiction', 'Dystopia', 'Utopian and dystopian fiction']	1993.0	6.8	5.0	13
The Heart Is a Lonely Hunter	Carson McCullers	['Fiction']	2000.0	7.0	4.0	4
The Postman	David Brin	"['Science Fiction', 'Apocalyptic and post-apocalyptic fiction', ""Children's literature"", 'Speculative fiction', 'Fiction']"	1985.0	6.7	6.0	13
The Phantom of the Opera	Gaston Leroux	"[""Children's literature"", 'Horror', 'Novel', 'Speculative fiction', 'Romance novel', 'Fiction', 'Gothic fiction']"	1990.0	8.125	9.0	2
Murder on the Orient Express	Agatha Christie	['Crime Fiction']	1978.0	7.822916666666667	16.0	74
Harry Potter and the Chamber of Secrets	J. K. Rowling	['Speculative fiction', 'Fantasy', 'Fiction']	2000.0	9.5	3.0	10
American Psycho	Bret Easton Ellis	['Satire', 'Horror', 'Speculative fiction', 'Suspense', 'Fiction']	1991.0	5.0	2.0	5
Kalimantaan	C. S. Godshalk	['Speculative fiction', 'Novel']	1998.0	7.5	2.0	1
Creatures of Light and Darkness	Roger Zelazny	['Science Fiction', 'Speculative fiction']	1970.0	8.0	1.0	28
The Handmaid's Tale	Margaret Atwood	['Science Fiction', 'Feminist science fiction', 'Speculative fiction', 'Utopian and dystopian fiction', 'Dystopia', 'Novel']	1986.0	8.22072072072072	125.0	11
My Left Foot	Christy Brown	['Autobiography']	1990.0	9.5	2.0	1
Barchester Towers	Anthony Trollope	['Historical fiction', 'Fiction']	1982.0	8.5	3.0	28
East Wind: West Wind	Pearl S. Buck	['Novel']	1930.0	5.0	1.0	8
Treasure Island	Robert Louis Stevenson	"['Business', ""Children's literature"", 'Adventure', 'Adventure novel', 'Speculative fiction', 'Young adult literature', 'Fiction']"	1982.0	8.585714285714285	13.0	9
Steppenwolf	Hermann Hesse	['Existentialism', 'Speculative fiction', 'Fiction', 'Autobiography', 'Novel']	1983.0	7.5	13.0	12
Goldfinger	Ian Fleming	['Spy fiction']	2002.0	5.0	1.0	15
Ironweed	William Kennedy	['Mystery', 'Fiction']	1982.0	7.125	7.0	2
Girl, Interrupted	Susanna Kaysen	['Memoir']	1993.0	7.5	4.0	1
Small Gods	Terry Pratchett	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1998.0	10.0	1.0	42
Moonraker	Ian Fleming	['Spy fiction']	1984.0	6.0	1.0	15
Sophie's Choice	William Styron	['Novel']	1979.0	7.0625	19.0	3
The White Plague	Frank Herbert	['Science Fiction', 'Speculative fiction', 'Fiction']	1982.0	8.333333333333334	3.0	20
The Pilgrim's Progress	John Bunyan	['Speculative fiction']	1980.0	6.0	1.0	1
The Santaroga Barrier	Frank Herbert	['Science Fiction', 'Speculative fiction', 'Fiction']	1977.0	8.6875	9.0	20
Piers Plowman	William Langland	[]	1990.0	10.0	1.0	1
Red Storm Rising	Tom Clancy	['Techno-thriller', 'Fiction', 'Novel']	1986.0	7.555555555555555	55.0	15
Lady Chatterley's Lover	D. H. Lawrence	['Erotica', 'Romance novel']	1959.0	7.3	11.0	9
Richard III	William Shakespeare	[]	1991.0	10.0	1.0	36
The Man Who Fell to Earth	Walter Tevis	['Science Fiction', 'Speculative fiction']	1989.0	6.0	1.0	4
The Phantom Tollbooth	Norton Juster	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1993.0	8.775862068965516	59.0	2
The Hundred and One Dalmatians	Dodie Smith	"[""Children's literature"", 'Fiction']"	1989.0	8.75	4.0	3
A Philosophical Investigation	Philip Kerr	['Thriller', 'Techno-thriller', 'Speculative fiction']	1994.0	6.0	4.0	7
The Tortilla Curtain	T. Coraghessan Boyle	['Fiction', 'Novel']	1995.0	7.427536231884058	26.0	8
Love in a Cold Climate	Nancy Mitford	['Fiction']	1976.0	8.0	1.0	3
The Fountainhead	Ayn Rand	['Fiction']	1979.0	8.737637362637363	53.0	5
Contact	Carl Sagan	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"	1985.0	8.440298507462687	72.0	2
American Gods	Neil Gaiman	"['Science Fiction', ""Children's literature"", 'Horror', 'Novel', 'Speculative fiction', 'Fantasy', 'Fiction']"	2002.0	8.013245033112582	151.0	11
Stardust	Neil Gaiman	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novel']	1999.0	8.380952380952381	36.0	11
World on Fire: How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability	Amy Chua	['Non-fiction']	2002.0	10.0	1.0	2
The Sword in the Stone	T. H. White	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1978.0	8.75	7.0	8
Children of the Mind	Orson Scott Card	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	2002.0	8.0	1.0	48
The Silver Chalice	Thomas B. Costain	['Historical novel']	1998.0	8.0	1.0	2
The Catcher in the Rye	J. D. Salinger	['First-person narrative', 'Fiction', 'Bildungsroman', 'Novel']	1983.0	7.0	4.0	2
The Name of the Rose	Umberto Eco	['Historical whodunnit', 'Historical fiction', 'Speculative fiction', 'Mystery', 'Fiction', 'Historical novel', 'Suspense']	1983.0	9.0	9.0	5
The Member of the Wedding	Carson McCullers	"[""Children's literature"", 'Fiction', 'Novel']"	1946.0	10.0	1.0	4
V.	Thomas Pynchon	['Speculative fiction', 'Fiction', 'Novel']	1990.0	7.0	3.0	7
Shogun: A Novel of Japan	James Clavell	['Historical fiction', 'Fiction']	1975.0	6.5	2.0	7
Goodnight Moon	Margaret Wise Brown	"[""Children's literature"", 'Fiction']"	1947.0	9.866666666666667	7.0	3
Lysistrata	Aristophanes	[]	1986.0	8.666666666666666	3.0	5
Ecotopia	Ernest Callenbach	['Romance novel', 'Science Fiction', 'Speculative fiction', 'Fiction', 'Utopian and dystopian fiction']	1975.0	6.75	3.0	2
Life, the Universe and Everything	Douglas Adams	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Humour', 'Comic science fiction']	1983.0	8.545454545454545	17.0	7
The Adventures of Tom Sawyer	Mark Twain	"[""Children's literature"", 'Reference', 'Fiction', 'Bildungsroman']"	1987.0	8.869047619047619	15.0	15
Pebble in the Sky	Isaac Asimov	['Science Fiction', 'Speculative fiction', 'Fiction']	1983.0	7.25	4.0	36
Ender's Shadow	Orson Scott Card	['Science Fiction', 'Speculative fiction']	2000.0	8.36	29.0	48
Cards on the Table	Agatha Christie	"['Crime Fiction', 'Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1984.0	8.5	2.0	74
The Gambler	Fyodor Dostoyevsky	['Novel']	1981.0	5.5	2.0	16
The Crucible	Arthur Miller	[]	1976.0	9.0	4.0	5
The Bell Jar	Sylvia Plath	"['Autobiographical novel', 'Autobiography', ""Children's literature"", 'Fiction', 'Roman à clef']"	1971.0	7.833333333333333	35.0	1
Jude the Obscure	Thomas Hardy	[]	1981.0	7.333333333333333	6.0	12
Democracy in America	Alexis de Tocqueville	['Non-fiction']	1981.0	10.0	1.0	1
The Giver	Lois Lowry	"['Science Fiction', 'Speculative fiction', 'Social sciences', 'Young adult literature', 'Soft science fiction', ""Children's literature"", 'Utopian and dystopian fiction', 'Dystopia', 'Fiction']"	1994.0	8.8	16.0	11
Sourcery	Terry Pratchett	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1988.0	10.0	1.0	42
It Can't Happen Here	Sinclair Lewis	['Science Fiction', 'Dystopia']	1993.0	7.0	1.0	9
The Restaurant at the End of the Universe	Douglas Adams	['Science Fiction', 'Speculative fiction', 'Fiction', 'Comic science fiction', 'Humour']	1982.0	7.6	7.0	7
The Rebel Angels	Robertson Davies	['Speculative fiction', 'Fiction', 'Novel']	1983.0	7.8	11.0	6
Heidi	Johanna Spyri	"[""Children's literature""]"	1978.0	8.416666666666666	9.0	1
The Velveteen Rabbit	Margery Williams	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1983.0	8.767857142857142	11.0	1
Executive Orders	Tom Clancy	['Thriller', 'Novel', 'Fiction', 'Suspense']	1996.0	6.141025641025641	16.0	15
Absalom, Absalom!	William Faulkner	[]	1972.0	6.0	2.0	13
Brideshead Revisited	Evelyn Waugh	['Fiction']	1999.0	7.714285714285714	7.0	7
The Collector	John Fowles	['Thriller', 'Horror']	1963.0	5.25	3.0	5
Planet of the Apes	Pierre Boulle	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Dystopia']	1963.0	7.722222222222222	10.0	2
The Three Musketeers	Alexandre Dumas	['Speculative fiction', 'Fiction', 'Historical novel']	1977.0	8.583333333333334	10.0	7
The Prime of Miss Jean Brodie	Muriel Spark	['Fiction']	1988.0	7.333333333333333	4.0	12
Death in the Clouds	Agatha Christie	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1997.0	8.666666666666666	6.0	74
The Mysterious Affair at Styles	Agatha Christie	['Crime Fiction', 'Mystery', 'Reference', 'Fiction', 'Suspense']	1983.0	7.375	5.0	74
Mrs Dalloway	Virginia Woolf	['Fiction', 'Novel']	1990.0	7.861635220125786	56.0	8
Sleeping Murder	Agatha Christie	"['Crime Fiction', ""Children's literature"", 'Cozy', 'Mystery', 'Fiction', 'Suspense']"	1981.0	8.0	1.0	74
Joseph Andrews	Henry Fielding	['Chivalric romance', 'Historical fiction', 'Comedy', 'Fiction', 'Picaresque novel']	1968.0	5.0	1.0	8
Travels with My Aunt	Graham Greene	['Speculative fiction', 'Fiction', 'Novel']	1972.0	7.25	4.0	20
The Lover	Marguerite Duras	['Autobiographical novel']	1986.0	7.75	6.0	2
Roadmarks	Roger Zelazny	['Science Fiction', 'Speculative fiction']	1980.0	10.0	1.0	28
Lord of Light	Roger Zelazny	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Novel']	1969.0	8.833333333333334	10.0	28
The BFG	Roald Dahl	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1982.0	8.36919191919192	32.0	18
The Tommyknockers	Stephen King	"['Science Fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fiction']"	1987.0	7.1027272727272734	97.0	60
Trainspotting	Irvine Welsh	['Travel', 'Speculative fiction', 'Fiction', 'Novel']	1996.0	8.53125	18.0	6
Laughing Gas	P. G. Wodehouse	['Comic novel', 'Fiction']	1991.0	8.0	1.0	50
Anthem	Ayn Rand	['Psychology', 'Science Fiction', 'Speculative fiction', 'Fiction', 'Dystopia']	1961.0	8.257142857142858	37.0	5
We	Yevgeny Zamyatin	['Science Fiction', 'Speculative fiction', 'Dystopia', 'Utopian and dystopian fiction']	1999.0	7.25	4.0	1
Without Remorse	Tom Clancy	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1993.0	8.015254237288135	74.0	15
Cujo	Stephen King	"[""Children's literature"", 'Horror', 'Speculative fiction', 'Suspense', 'Fiction']"	1981.0	7.642787114845938	64.0	60
Lonesome Dove	Larry McMurtry	['Fiction', 'Novel']	1988.0	8.95959595959596	37.0	4
The British Museum Is Falling Down	David Lodge	['Comic novel', 'Fiction']	2004.0	6.0	3.0	10
The Turn of the Screw	Henry James	['Horror', 'Fiction', 'Novella']	1993.0	7.25	3.0	44
The French Lieutenant's Woman	John Fowles	['Historical fiction', 'Romance novel']	1969.0	7.0	1.0	5
Fantastic Beasts and Where to Find Them	J. K. Rowling	['Speculative fiction']	2001.0	9.212121212121213	13.0	10
My Family and Other Animals	Gerald Durrell	['Drama']	1987.0	9.0	3.0	2
Prince Caspian	C. S. Lewis	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1970.0	8.1	10.0	14
The Lion, the Witch and the Wardrobe	C. S. Lewis	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1983.0	10.0	2.0	14
The Murder of Roger Ackroyd	Agatha Christie	"['Crime Fiction', 'Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1954.0	7.7	6.0	74
The A.B.C. Murders	Agatha Christie	"['Crime Fiction', 'Mystery', ""Children's literature"", 'Fiction']"	1993.0	8.333333333333334	9.0	74
Oscar and Lucinda	Peter Carey	['Historical fiction', 'Fiction', 'Novel']	1988.0	7.3809523809523805	12.0	5
From the Earth to the Moon	Jules Verne	['Science Fiction', 'Speculative fiction', 'Novel', 'Scientific romance']	1993.0	7.0	1.0	36
Forever Amber	Kathleen Winsor	[]	1991.0	10.0	2.0	1
Ethan of Athos	Lois McMaster Bujold	['Science Fiction', 'Speculative fiction', 'Fiction']	1986.0	8.125	8.0	19
The Blind Assassin	Margaret Atwood	['Fiction']	2000.0	7.523809523809524	102.0	11
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life	Spencer Johnson	['Fiction']	1998.0	7.155555555555556	90.0	1
Lord Edgware Dies	Agatha Christie	"['Crime Fiction', 'Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1994.0	7.5	2.0	74
The Mirror Crack'd from Side to Side	Agatha Christie	['Cozy', 'Crime Fiction']	1992.0	10.0	1.0	74
The Hotel New Hampshire	John Irving	['Romance novel']	1995.0	8.34375	17.0	11
The Bridge	Iain Banks	['Novel']	1990.0	7.333333333333334	4.0	27
Dhalgren	Samuel R. Delany	['Science Fiction', 'Speculative fiction', 'Fiction']	1975.0	10.0	1.0	13
Harry Potter and the Prisoner of Azkaban	J. K. Rowling	['Fantasy', 'Speculative fiction', 'Young adult literature', 'Fiction']	2000.0	7.5	2.0	10
Cold Comfort Farm	Stella Gibbons	['Science Fiction', 'Satire', 'Novel', 'Fiction', 'Comedy']	1977.0	7.369047619047619	22.0	1
Gravity's Rainbow	Thomas Pynchon	['Science Fiction', 'Postmodernism', 'Speculative fiction', 'Historical novel']	1974.0	6.0	3.0	7
The Day of the Jackal	Frederick Forsyth	['Thriller', 'Spy fiction', 'Fiction', 'Suspense', 'Historical novel']	1982.0	8.5	4.0	11
Harry Potter and the Goblet of Fire	J. K. Rowling	['Speculative fiction']	2002.0	10.0	1.0	10
A Tenured Professor	John Kenneth Galbraith	['Satire']	1991.0	8.0	1.0	1
Nice Work	David Lodge	['Industrial novel', 'Fiction', 'Campus novel']	1989.0	6.416666666666666	8.0	10
The Little Engine That Could	Watty Piper	"['Picture book', ""Children's literature""]"	1978.0	9.0	6.0	1
Naked Lunch	William S. Burroughs	['Speculative fiction', 'Novel']	1969.0	6.261904761904762	24.0	7
Pattern Recognition	William Gibson	['Science Fiction', 'Speculative fiction']	2003.0	7.775	31.0	10
The Chrysalids	John Wyndham	['Science Fiction', 'Speculative fiction', 'Fiction']	1992.0	8.166666666666666	4.0	9
Blood of Amber	Roger Zelazny	['Speculative fiction', 'Fantasy']	1986.0	9.0	1.0	28
Porno	Irvine Welsh	['Fiction', 'Novel']	2002.0	7.333333333333333	4.0	6
It	Stephen King	['Speculative fiction', 'Horror']	1986.0	8.217171717171718	89.0	60
The Amazing Maurice and His Educated Rodents	Terry Pratchett	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	2001.0	8.25	12.0	42
Permutation City	Greg Egan	['Science Fiction', 'Speculative fiction', 'Transhumanism']	1994.0	5.75	7.0	9
Quidditch Through the Ages	J. K. Rowling	['Speculative fiction']	2001.0	7.666666666666667	12.0	10
Strata	Terry Pratchett	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Comedy', 'Fiction']	1988.0	8.4	10.0	42
The Dark Side of the Sun	Terry Pratchett	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1976.0	10.0	1.0	42
Bluebeard	Kurt Vonnegut	['Speculative fiction', 'Fiction', 'Novel']	1987.0	9.107142857142858	16.0	15
Thunderball	Ian Fleming	['Thriller', 'Spy fiction']	1982.0	6.5	2.0	15
The Scarlet Letter	Nathaniel Hawthorne	"[""Children's literature"", 'Reference', 'Novel', 'Romance novel', 'Fiction', 'Historical novel']"	1959.0	5.875	6.0	5
Live from Death Row	Mumia Abu-Jamal	[]	1995.0	9.125	5.0	1
Hideous Kinky	Esther Freud	['Autobiography', 'Fiction', 'Novel']	1992.0	7.0	1.0	1
You Only Live Twice	Ian Fleming	['Spy fiction']	1982.0	5.0	1.0	15
Walden	Henry David Thoreau	"[""Children's literature"", 'Inspirational', 'Nature', 'Speculative fiction', 'Fiction', 'Autobiography', 'Philosophy']"	1966.0	8.8	6.0	2
Diaspora	Greg Egan	['Science Fiction', 'Transhumanism', 'Novel', 'Hard science fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1999.0	8.0	1.0	9
Schild's Ladder	Greg Egan	['Science Fiction', 'Speculative fiction']	2002.0	7.0	2.0	9
Murder on the Links	Agatha Christie	"['Crime Fiction', 'Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1985.0	8.0	7.0	74
The Years of Rice and Salt	Kim Stanley Robinson	['Alternate history', 'Science Fiction', 'Speculative fiction', 'Novel']	2003.0	7.384615384615385	13.0	4
The Fourth Protocol	Frederick Forsyth	['Thriller', 'Fiction', 'Novel']	1984.0	6.75	7.0	11
The Gods Themselves	Isaac Asimov	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novel']	1990.0	9.0	5.0	36
Charlotte's Web	E. B. White	"['Speculative fiction', ""Children's literature""]"	1952.0	8.33	46.0	3
Howl's Moving Castle	Diana Wynne Jones	['Fantasy', 'Speculative fiction', 'Young adult literature']	2001.0	8.25	8.0	27
Breakfast of Champions	Kurt Vonnegut	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1991.0	7.628881987577639	37.0	15
Mother Night	Kurt Vonnegut	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1995.0	8.642857142857142	14.0	15
Rainbow Six	Tom Clancy	['Thriller', 'Fiction', 'Novel']	1998.0	7.286111111111111	68.0	15
Jasmine	Bharati Mukherjee	['Fiction', 'Novel']	1989.0	6.766666666666667	8.0	4
Far from the Madding Crowd	Thomas Hardy	['Novel']	1982.0	7.875	5.0	12
Vineland	Thomas Pynchon	['Speculative fiction', 'Fiction', 'Novel']	1990.0	6.466666666666667	8.0	7
Empire of the Sun	J. G. Ballard	['Autobiographical novel', 'Historical fiction', 'Fiction', 'War novel']	1985.0	8.0	2.0	17
Maurice	E. M. Forster	['Gay novel', 'Fiction']	1971.0	6.166666666666666	4.0	6
The Ice Storm	Rick Moody	['Drama', 'Tragicomedy', 'Fiction']	1994.0	7.5	7.0	1
The Forever War	Joe Haldeman	['Science Fiction', 'Speculative fiction']	1979.0	7.25	15.0	8
Robots and Empire	Isaac Asimov	['Science Fiction', 'Speculative fiction', 'Fiction']	1985.0	8.9	10.0	36
Second Foundation	Isaac Asimov	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"	1980.0	8.0	1.0	36
Girlfriend in a Coma	Douglas Coupland	['Fiction', 'Novel']	1998.0	7.294642857142857	28.0	11
The Sparrow	Mary Doria Russell	['Science Fiction', 'Speculative fiction', 'Fiction']	1996.0	8.0	3.0	2
Red Rabbit	Tom Clancy	['Thriller', 'Fiction', 'Suspense']	2002.0	6.805871212121212	55.0	15
Family Matters	Rohinton Mistry	['Fiction', 'Novel']	2002.0	10.0	1.0	3
Babbitt	Sinclair Lewis	['Satire', 'Fiction', 'Novel']	1982.0	10.0	1.0	9
Amerika	Franz Kafka	['Speculative fiction', 'Fiction', 'Novel']	1996.0	9.0	2.0	6
The Farthest Shore	Ursula K. Le Guin	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Fantasy', 'Fiction', 'Bildungsroman']"	1972.0	8.0	1.0	17
The Quiet American	Graham Greene	['Speculative fiction', 'Fiction', 'War novel']	1969.0	7.6	6.0	20
An American Tragedy	Theodore Dreiser	['Crime Fiction', 'Fiction']	1986.0	8.5	2.0	6
Christine	Stephen King	['Speculative fiction', 'Horror']	1983.0	7.938336913712853	57.0	60
Nova Express	William S. Burroughs	['Science Fiction', 'Speculative fiction']	1992.0	7.0	1.0	7
As I Lay Dying	William Faulkner	['Black comedy', 'Fiction', 'Novel']	1964.0	10.0	1.0	13
The God of Small Things	Arundhati Roy	['Fiction', 'Novel']	1997.0	7.636502481863307	124.0	1
The Comedy of Errors	William Shakespeare	[]	1991.0	8.0	2.0	36
The Other Wind	Ursula K. Le Guin	"['Science Fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fantasy', 'Fiction']"	2001.0	8.75	3.0	17
